number,bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag,note,dateentered
492,0126-10,9/16/2021,shimadzu,doc,sample,0126-10,5.088,mgL-1,FALSE,JB,LM,,,2021
493,0118-10,9/16/2021,shimadzu,doc,sample,0118-10,10.01,mgL-1,FALSE,JB,LM,,,2021
494,0117-10,9/16/2021,shimadzu,doc,sample,0117-10,8.739,mgL-1,FALSE,JB,LM,,,2021
495,0119-10,9/16/2021,shimadzu,doc,sample,0119-10,9.606,mgL-1,FALSE,JB,LM,,,2021
496,0113-10,9/16/2021,shimadzu,doc,sample,0113-10,5.316,mgL-1,FALSE,JB,LM,,,2021
497,0112-10,9/16/2021,shimadzu,doc,sample,0112-10,5.876,mgL-1,FALSE,JB,LM,,,2021
498,0111-10,9/16/2021,shimadzu,doc,sample,0111-10,7.298,mgL-1,FALSE,JB,LM,,,2021
499,0612-10,9/16/2021,shimadzu,doc,sample,0612-10,5.857,mgL-1,FALSE,JB,LM,,,2021
500,0613-10,9/16/2021,shimadzu,doc,sample,0613-10,5.377,mgL-1,FALSE,JB,LM,,,2021
501,0614-10,9/16/2021,shimadzu,doc,sample,0614-10,5.312,mgL-1,FALSE,JB,LM,,,2021
502,0615-10,9/16/2021,shimadzu,doc,sample,0615-10,5.709,mgL-1,FALSE,JB,LM,,,2021
503,0616-10,9/16/2021,shimadzu,doc,sample,0616-10,5.7,mgL-1,FALSE,JB,LM,,,2021
504,0123-10,9/16/2021,shimadzu,doc,sample,0123-10,19.4,mgL-1,FALSE,JB,LM,,,2021
505,0612-10,9/16/2021,shimadzu,doc,sample,0612-10,11.02,mgL-1,FALSE,JB,LM,,,2021
506,0613-10,9/16/2021,shimadzu,doc,sample,0613-10,6.013,mgL-1,FALSE,JB,LM,,,2021
507,0614-10,9/16/2021,shimadzu,doc,sample,0614-10,10.48,mgL-1,FALSE,JB,LM,,,2021
508,0615-10,9/16/2021,shimadzu,doc,sample,0615-10,7.862,mgL-1,FALSE,JB,LM,,,2021
509,0616-10,9/16/2021,shimadzu,doc,sample,0616-10,8.568,mgL-1,FALSE,JB,LM,,,2021
510,0096-10,8/12/2021,shimadzu,doc,sample,9610,5.595,mgL-1,FALSE,JB,SP,,,2021
511,0097-10,8/12/2021,shimadzu,doc,sample,9710,5.972,mgL-1,FALSE,JB,SP,,,2021
512,0098-10,8/12/2021,shimadzu,doc,sample,9810,5.939,mgL-1,FALSE,JB,SP,,,2021
513,0099-10,8/12/2021,shimadzu,doc,sample,9910,3.251,mgL-1,FALSE,JB,SP,,,2021
514,0100-10,8/12/2021,shimadzu,doc,sample,10010,3.757,mgL-1,FALSE,JB,SP,,,2021
515,0101-10,8/12/2021,shimadzu,doc,sample,10110,7.221,mgL-1,FALSE,JB,SP,,,2021
516,0102-10,8/12/2021,shimadzu,doc,sample,10210,7.021,mgL-1,FALSE,JB,SP,,,2021
517,0103-10,8/12/2021,shimadzu,doc,sample,10310,7.286,mgL-1,FALSE,JB,SP,,,2021
518,0104-10,8/12/2021,shimadzu,doc,sample,10410,5.492,mgL-1,FALSE,JB,SP,,,2021
519,0105-10,8/12/2021,shimadzu,doc,sample,10510,3.47,mgL-1,FALSE,JB,SP,,,2021
520,0106-10,8/12/2021,shimadzu,doc,sample,10610,6.268,mgL-1,FALSE,JB,SP,,,2021
521,0107-10,8/12/2021,shimadzu,doc,sample,10710,3.212,mgL-1,FALSE,JB,SP,,,2021
522,0108-10,8/12/2021,shimadzu,doc,sample,10810,6.157,mgL-1,FALSE,JB,SP,,,2021
523,0109-10,8/12/2021,shimadzu,doc,sample,10910,3.313,mgL-1,FALSE,JB,SP,,,2021
524,0110-10,8/12/2021,shimadzu,doc,sample,11010,3.045,mgL-1,FALSE,JB,SP,,,2021
525,0046-02,8/12/2021,lachat,tn,sample,20210728_WHITNEY_046-02_TN,0.538,mgL-1,FALSE,JB,LM,,,2021
526,0047-02,8/12/2021,lachat,tn,sample,047-02,0.499,mgL-1,FALSE,JB,LM,,,2021
527,0048-02,8/12/2021,lachat,tn,sample,048-02,0.639,mgL-1,FALSE,JB,LM,,,2021
528,0049-02,8/12/2021,lachat,tn,sample,049-02,1.32,mgL-1,FALSE,JB,LM,,,2021
529,0050-02,8/12/2021,lachat,tn,sample,050-02,1.28,mgL-1,FALSE,JB,LM,,,2021
530,0051-02,8/12/2021,lachat,tn,sample,051-02,1.27,mgL-1,FALSE,JB,LM,,,2021
531,0052-02,8/12/2021,lachat,tn,sample,052-02,0.63,mgL-1,FALSE,JB,LM,,,2021
532,0053-02,8/12/2021,lachat,tn,sample,053-.2,0.648,mgL-1,FALSE,JB,LM,,,2021
533,0054-02,8/12/2021,lachat,tn,sample,054-02,0.753,mgL-1,FALSE,JB,LM,,,2021
534,0055-02,8/12/2021,lachat,tn,sample,055-02,0.251,mgL-1,FALSE,JB,LM,,,2021
535,0056-02,8/12/2021,lachat,tn,sample,056-02,0.551,mgL-1,FALSE,JB,LM,,,2021
536,0057-02,8/12/2021,lachat,tn,sample,057-02,0.222,mgL-1,FALSE,JB,LM,,,2021
537,0058-02,8/12/2021,lachat,tn,sample,058-02,0.343,mgL-1,FALSE,JB,LM,,,2021
538,0059-02,8/12/2021,lachat,tn,sample,059-02,0.352,mgL-1,FALSE,JB,LM,,,2021
539,0060-02,8/12/2021,lachat,tn,sample,060-02,0.355,mgL-1,FALSE,JB,LM,,,2021
540,0004-01,8/12/2021,lachat,tdn,sample,20210728_WHITNEY_00401_TDN,0.336,mgL-1,FALSE,JB,LM,,,2021
541,0005-01,8/12/2021,lachat,tdn,sample,501,0.35,mgL-1,FALSE,JB,LM,,,2021
542,0006-01,8/12/2021,lachat,tdn,sample,601,0.363,mgL-1,FALSE,JB,LM,,,2021
543,0013-01,8/12/2021,lachat,tdn,sample,1301,1.15,mgL-1,FALSE,JB,LM,,,2021
544,0014-01,8/12/2021,lachat,tdn,sample,1401,1.36,mgL-1,FALSE,JB,LM,,,2021
545,0015-01,8/12/2021,lachat,tdn,sample,1501,1.12,mgL-1,FALSE,JB,LM,,,2021
546,0022-01,8/12/2021,lachat,tdn,sample,2201,0.566,mgL-1,FALSE,JB,LM,,,2021
547,0023-01,8/12/2021,lachat,tdn,sample,2301,0.554,mgL-1,FALSE,JB,LM,,,2021
548,0024-01,8/12/2021,lachat,tdn,sample,2401,0.591,mgL-1,FALSE,JB,LM,,,2021
549,0031-01,8/12/2021,lachat,tdn,sample,3101,0.214,mgL-1,FALSE,JB,LM,,,2021
550,0032-01,8/12/2021,lachat,tdn,sample,3201,0.316,mgL-1,FALSE,JB,LM,,,2021
551,0033-01,8/12/2021,lachat,tdn,sample,3301,0.179,mgL-1,FALSE,JB,LM,,,2021
552,0040-01,8/12/2021,lachat,tdn,sample,4001,0.21,mgL-1,FALSE,JB,LM,,,2021
553,0041-01,8/12/2021,lachat,tdn,sample,4101,0.272,mgL-1,FALSE,JB,LM,,,2021
554,0042-01,8/12/2021,lachat,tdn,sample,4201,0.195,mgL-1,FALSE,JB,LM,,,2021
555,0076-04,8/12/2021,lachat,tp,sample,20210728_WHITNEY_07604_TP,0.0494,mgL-1,FALSE,JB,MM,,,2021
556,0077-04,8/12/2021,lachat,tp,sample,7704,0.0514,mgL-1,FALSE,JB,MM,,,2021
557,0078-04,8/12/2021,lachat,tp,sample,7804,0.0521,mgL-1,FALSE,JB,MM,,,2021
558,0079-04,8/12/2021,lachat,tp,sample,7904,0.21,mgL-1,FALSE,JB,MM,,,2021
559,0080-04,8/12/2021,lachat,tp,sample,8004,0.205,mgL-1,FALSE,JB,MM,,,2021
560,0081-04,8/12/2021,lachat,tp,sample,8104,0.217,mgL-1,FALSE,JB,MM,,,2021
561,0082-15,8/12/2021,lachat,tp,sample,8215,0.0538,mgL-1,FALSE,JB,MM,,,2021
562,0083-15,8/12/2021,lachat,tp,sample,8315,0.0536,mgL-1,FALSE,JB,MM,,,2021
563,0084-15,8/12/2021,lachat,tp,sample,8415,0.0532,mgL-1,FALSE,JB,MM,,,2021
564,0085-15,8/12/2021,lachat,tp,sample,8515,0.00696,mgL-1,FALSE,JB,MM,,,2021
565,0086-15,8/12/2021,lachat,tp,sample,8615,0.00571,mgL-1,FALSE,JB,MM,,,2021
566,0087-15,8/12/2021,lachat,tp,sample,8715,0.00738,mgL-1,FALSE,JB,MM,,,2021
567,0088-15,8/12/2021,lachat,tp,sample,8815,0.00517,mgL-1,FALSE,JB,MM,,,2021
568,0089-15,8/12/2021,lachat,tp,sample,8915,0.00422,mgL-1,FALSE,JB,MM,,,2021
569,0090-15,8/12/2021,lachat,tp,sample,9015,0.00464,mgL-1,FALSE,JB,MM,,,2021
570,0061-03,8/12/2021,lachat,tdp,sample,20210728_WHITNEY_061-03_TDP,0.0149,mgL-1,FALSE,JB,MM,,,2021
571,0062-03,8/12/2021,lachat,tdp,sample,062-03,0.0126,mgL-1,FALSE,JB,MM,,,2021
572,0063-03,8/12/2021,lachat,tdp,sample,063-03,0.019,mgL-1,FALSE,JB,MM,,,2021
573,0064-03,8/12/2021,lachat,tdp,sample,064-03,0.183,mgL-1,FALSE,JB,MM,,,2021
574,0065-03,8/12/2021,lachat,tdp,sample,065-03,0.18,mgL-1,FALSE,JB,MM,,,2021
575,0066-03,8/12/2021,lachat,tdp,sample,066-03,0.18,mgL-1,FALSE,JB,MM,,,2021
576,0067-03,8/12/2021,lachat,tdp,sample,067-03,0.0384,mgL-1,FALSE,JB,MM,,,2021
577,0068-03,8/12/2021,lachat,tdp,sample,068-03,0.041,mgL-1,FALSE,JB,MM,,,2021
578,0069-03,8/12/2021,lachat,tdp,sample,069-03,0.0433,mgL-1,FALSE,JB,MM,,,2021
579,0070-03,8/12/2021,lachat,tdp,sample,070-03,0.00226,mgL-1,FALSE,JB,MM,,,2021
580,0071-03,8/12/2021,lachat,tdp,sample,071-03,0.00349,mgL-1,FALSE,JB,MM,,,2021
581,0072-03,8/12/2021,lachat,tdp,sample,072-03,0.00595,mgL-1,FALSE,JB,MM,,,2021
582,0073-03,8/12/2021,lachat,tdp,sample,073-03,0.00409,mgL-1,FALSE,JB,MM,,,2021
583,0074-03,8/12/2021,lachat,tdp,sample,074-03,0.00481,mgL-1,FALSE,JB,MM,,,2021
584,0075-03,8/12/2021,lachat,tdp,sample,075-03,0.00171,mgL-1,FALSE,JB,MM,,,2021
585,0469-01,8/5/2022,lachat,srp,sample,20220714_FLAME_BON1_0469-01,0.00724,mgL-1,FALSE,JB,LM,,,
586,0220-121,8/5/2022,lachat,srp,sample,0220-121,0.00721,mgL-1,FALSE,JB,LM,,,
587,0213-12,8/5/2022,lachat,srp,sample,0213-12,0.00812,mgL-1,FALSE,JB,LM,,,
588,0218-12,8/5/2022,lachat,srp,sample,BON2_0218-12,0.00495,mgL-1,FALSE,JB,LM,,,
589,0211-12,8/5/2022,lachat,srp,sample,0211-12,0.00654,mgL-1,FALSE,JB,LM,,,
590,0211-12,8/5/2022,lachat,srp,sample,0211-12,0.00769,mgL-1,TRUE,JB,LM,,,
591,0214-12,8/5/2022,lachat,srp,sample,0214-12,0.00753,mgL-1,FALSE,JB,LM,,,
592,0221-12,8/5/2022,lachat,srp,sample,BON3_0221-12,0.00386,mgL-1,FALSE,JB,LM,,,
593,0470-01,8/5/2022,lachat,srp,sample,0470-01,0.00664,mgL-1,FALSE,JB,LM,,,
594,0471-01,8/5/2022,lachat,srp,sample,0471-01,0.00467,mgL-1,FALSE,JB,LM,,,
595,0459-01,8/5/2022,lachat,srp,sample,B0N4_0459-01,0.00636,mgL-1,FALSE,JB,LM,,,
596,0467-01,8/5/2022,lachat,srp,sample,0467-01,0.00555,mgL-1,FALSE,JB,LM,,,
597,0472-01,8/5/2022,lachat,srp,sample,0472-01,0.00437,mgL-1,FALSE,JB,LM,,,
598,0212-12,8/5/2022,lachat,srp,sample,BS1_0212-12,0.00575,mgL-1,FALSE,JB,LM,,,
599,0465-01,8/5/2022,lachat,srp,sample,0465-01,0.00482,mgL-1,FALSE,JB,LM,,,
600,0465-01,8/5/2022,lachat,srp,sample,0465-01,0.00453,mgL-1,TRUE,JB,LM,,,
601,0466-01,8/5/2022,lachat,srp,sample,0466-01,0.00539,mgL-1,FALSE,JB,LM,,,
602,0209-12,8/5/2022,lachat,srp,sample,BS2_0209-12,0.00656,mgL-1,FALSE,JB,LM,,,
603,0463-01,8/5/2022,lachat,srp,sample,0463-01,0.00387,mgL-1,FALSE,JB,LM,,,
604,0468-01,8/5/2022,lachat,srp,sample,0468-01,0.00521,mgL-1,FALSE,JB,LM,,,
605,04456-01,8/5/2022,lachat,srp,sample,BS3_04456-01,0.00314,mgL-1,FALSE,JB,LM,,,
606,0457-01,8/5/2022,lachat,srp,sample,0457-01,0.00415,mgL-1,FALSE,JB,LM,,,
607,0217-12,8/5/2022,lachat,srp,sample,0217-12,0.00574,mgL-1,FALSE,JB,LM,,,
608,0210-12,8/5/2022,lachat,srp,sample,BS4_0210-12,0.00315,mgL-1,FALSE,JB,LM,,,
609,0458-01,8/5/2022,lachat,srp,sample,0458-01,0.00241,mgL-1,FALSE,JB,LM,,,
610,0464-01,8/5/2022,lachat,srp,sample,0464-01,0.0034,mgL-1,FALSE,JB,LM,,,
611,0462-01,8/5/2022,lachat,srp,sample,BS5_0462-01,0.00361,mgL-1,FALSE,JB,LM,,,
612,0462-01,8/5/2022,lachat,srp,sample,BS5_0462-01,0.00338,mgL-1,TRUE,JB,LM,,,
613,0216-12,8/5/2022,lachat,srp,sample,0216-12,0.00397,mgL-1,FALSE,JB,LM,,,
614,0215-12,8/5/2022,lachat,srp,sample,0215-12,0.00444,mgL-1,FALSE,JB,LM,,,
615,0219-121,8/5/2022,lachat,srp,sample,0219-121,0.00471,mgL-1,FALSE,JB,LM,,,
616,0460-01,8/5/2022,lachat,srp,sample,0460-01,0.00351,mgL-1,FALSE,JB,LM,,,
617,0461-01,8/5/2022,lachat,srp,sample,0461-01,0.00337,mgL-1,FALSE,JB,LM,,,
618,0469-01,8/5/2022,lachat,nh4n,sample,20220714_FLAME_BON1_0469-01,0.0943,mgL-1,FALSE,JB,LM,,,
619,0220-121,8/5/2022,lachat,nh4n,sample,0220-121,0.0808,mgL-1,FALSE,JB,LM,,,
620,0213-12,8/5/2022,lachat,nh4n,sample,0213-12,0.0999,mgL-1,FALSE,JB,LM,,,
621,0218-12,8/5/2022,lachat,nh4n,sample,BON2_0218-12,0.0341,mgL-1,FALSE,JB,LM,,,
622,0211-12,8/5/2022,lachat,nh4n,sample,0211-12,0.035,mgL-1,FALSE,JB,LM,,,
623,0211-12,8/5/2022,lachat,nh4n,sample,0211-12,0.0346,mgL-1,TRUE,JB,LM,,,
624,0214-12,8/5/2022,lachat,nh4n,sample,0214-12,0.0363,mgL-1,FALSE,JB,LM,,,
625,0221-12,8/5/2022,lachat,nh4n,sample,BON3_0221-12,0.0578,mgL-1,FALSE,JB,LM,,,
626,0470-01,8/5/2022,lachat,nh4n,sample,0470-01,0.0662,mgL-1,FALSE,JB,LM,,,
627,0471-01,8/5/2022,lachat,nh4n,sample,0471-01,0.0549,mgL-1,FALSE,JB,LM,,,
628,0459-01,8/5/2022,lachat,nh4n,sample,B0N4_0459-01,0.0836,mgL-1,FALSE,JB,LM,,,
629,0467-01,8/5/2022,lachat,nh4n,sample,0467-01,0.0713,mgL-1,FALSE,JB,LM,,,
630,0472-01,8/5/2022,lachat,nh4n,sample,0472-01,0.0799,mgL-1,FALSE,JB,LM,,,
631,0212-12,8/5/2022,lachat,nh4n,sample,BS1_0212-12,0.0411,mgL-1,FALSE,JB,LM,,,
632,0465-01,8/5/2022,lachat,nh4n,sample,0465-01,0.0441,mgL-1,FALSE,JB,LM,,,
633,0465-01,8/5/2022,lachat,nh4n,sample,0465-01,0.0449,mgL-1,TRUE,JB,LM,,,
634,0466-01,8/5/2022,lachat,nh4n,sample,0466-01,0.0317,mgL-1,FALSE,JB,LM,,,
635,0209-12,8/5/2022,lachat,nh4n,sample,BS2_0209-12,0.0291,mgL-1,FALSE,JB,LM,,,
636,0463-01,8/5/2022,lachat,nh4n,sample,0463-01,0.0228,mgL-1,FALSE,JB,LM,,,
637,0468-01,8/5/2022,lachat,nh4n,sample,0468-01,0.0162,mgL-1,FALSE,JB,LM,,,
638,04456-01,8/5/2022,lachat,nh4n,sample,BS3_04456-01,0.0248,mgL-1,FALSE,JB,LM,,,
639,0457-01,8/5/2022,lachat,nh4n,sample,0457-01,0.0257,mgL-1,FALSE,JB,LM,,,
640,0217-12,8/5/2022,lachat,nh4n,sample,0217-12,0.0708,mgL-1,FALSE,JB,LM,,,
641,0210-12,8/5/2022,lachat,nh4n,sample,BS4_0210-12,0.0583,mgL-1,FALSE,JB,LM,,,
642,0458-01,8/5/2022,lachat,nh4n,sample,0458-01,0.0608,mgL-1,FALSE,JB,LM,,,
643,0464-01,8/5/2022,lachat,nh4n,sample,0464-01,0.0537,mgL-1,FALSE,JB,LM,,,
644,0462-01,8/5/2022,lachat,nh4n,sample,BS5_0462-01,0.0401,mgL-1,FALSE,JB,LM,,,
645,0462-01,8/5/2022,lachat,nh4n,sample,BS5_0462-01,0.0405,mgL-1,TRUE,JB,LM,,,
646,0216-12,8/5/2022,lachat,nh4n,sample,0216-12,0.0584,mgL-1,FALSE,JB,LM,,,
647,0215-12,8/5/2022,lachat,nh4n,sample,0215-12,0.0575,mgL-1,FALSE,JB,LM,,,
648,0219-121,8/5/2022,lachat,nh4n,sample,0219-121,0.048,mgL-1,FALSE,JB,LM,,,
649,0460-01,8/5/2022,lachat,nh4n,sample,0460-01,0.0467,mgL-1,FALSE,JB,LM,,,
650,0461-01,8/5/2022,lachat,nh4n,sample,0461-01,0.0414,mgL-1,FALSE,JB,LM,,,
651,0469-01,8/5/2022,lachat,no3n,sample,20220714_FLAME_BON1_0469-01,0.00518,mgL-1,FALSE,JB,LM,,,
652,0220-121,8/5/2022,lachat,no3n,sample,0220-121,0.00268,mgL-1,FALSE,JB,LM,,,
653,0213-12,8/5/2022,lachat,no3n,sample,0213-12,0.00676,mgL-1,FALSE,JB,LM,,,
654,0218-12,8/5/2022,lachat,no3n,sample,BON2_0218-12,0.0198,mgL-1,FALSE,JB,LM,,,
655,0211-12,8/5/2022,lachat,no3n,sample,0211-12,0.0226,mgL-1,FALSE,JB,LM,,,
656,0211-12,8/5/2022,lachat,no3n,sample,0211-12,0.0216,mgL-1,TRUE,JB,LM,,,
657,0214-12,8/5/2022,lachat,no3n,sample,0214-12,0.0311,mgL-1,FALSE,JB,LM,,,
658,0221-12,8/5/2022,lachat,no3n,sample,BON3_0221-12,0.0113,mgL-1,FALSE,JB,LM,,,
659,0470-01,8/5/2022,lachat,no3n,sample,0470-01,0.00871,mgL-1,FALSE,JB,LM,,,
660,0471-01,8/5/2022,lachat,no3n,sample,0471-01,0.0106,mgL-1,FALSE,JB,LM,,,
661,0459-01,8/5/2022,lachat,no3n,sample,B0N4_0459-01,0.0161,mgL-1,FALSE,JB,LM,,,
662,0467-01,8/5/2022,lachat,no3n,sample,0467-01,0.000262,mgL-1,FALSE,JB,LM,,,
663,0472-01,8/5/2022,lachat,no3n,sample,0472-01,0.0148,mgL-1,FALSE,JB,LM,,,
664,0212-12,8/5/2022,lachat,no3n,sample,BS1_0212-12,0.00345,mgL-1,FALSE,JB,LM,,,
665,0465-01,8/5/2022,lachat,no3n,sample,0465-01,0.00473,mgL-1,FALSE,JB,LM,,,
666,0465-01,8/5/2022,lachat,no3n,sample,0465-01,0.00464,mgL-1,TRUE,JB,LM,,,
667,0466-01,8/5/2022,lachat,no3n,sample,0466-01,0.0102,mgL-1,FALSE,JB,LM,,,
668,0209-12,8/5/2022,lachat,no3n,sample,BS2_0209-12,0.000734,mgL-1,FALSE,JB,LM,,,
669,0463-01,8/5/2022,lachat,no3n,sample,0463-01,0.0119,mgL-1,FALSE,JB,LM,,,
670,0468-01,8/5/2022,lachat,no3n,sample,0468-01,0.016,mgL-1,FALSE,JB,LM,,,
671,04456-01,8/5/2022,lachat,no3n,sample,BS3_04456-01,0.00323,mgL-1,FALSE,JB,LM,,,
672,0457-01,8/5/2022,lachat,no3n,sample,0457-01,0.00101,mgL-1,FALSE,JB,LM,,,
673,0217-12,8/5/2022,lachat,no3n,sample,0217-12,-0.000214,mgL-1,FALSE,JB,LM,,,
674,0210-12,8/5/2022,lachat,no3n,sample,BS4_0210-12,0.002,mgL-1,FALSE,JB,LM,,,
675,0458-01,8/5/2022,lachat,no3n,sample,0458-01,0.00363,mgL-1,FALSE,JB,LM,,,
676,0464-01,8/5/2022,lachat,no3n,sample,0464-01,0.0063,mgL-1,FALSE,JB,LM,,,
677,0462-01,8/5/2022,lachat,no3n,sample,BS5_0462-01,0.00317,mgL-1,FALSE,JB,LM,,,
678,0462-01,8/5/2022,lachat,no3n,sample,BS5_0462-01,0.00329,mgL-1,TRUE,JB,LM,,,
679,0216-12,8/5/2022,lachat,no3n,sample,0216-12,0.0035,mgL-1,FALSE,JB,LM,,,
680,0215-12,8/5/2022,lachat,no3n,sample,0215-12,0.00518,mgL-1,FALSE,JB,LM,,,
681,0219-121,8/5/2022,lachat,no3n,sample,0219-121,0.000786,mgL-1,FALSE,JB,LM,,,
682,0460-01,8/5/2022,lachat,no3n,sample,0460-01,0.00152,mgL-1,FALSE,JB,LM,,,
683,0461-01,8/5/2022,lachat,no3n,sample,0461-01,0.00706,mgL-1,FALSE,JB,LM,,,
684,0685-13,8/3/2022,lachat,tn,sample,20220714_FLAME_BON1_0685-13_TN,0.876,mgL-1,FALSE,JB,LM,,,
685,0683-13,8/3/2022,lachat,tn,sample,0683-13,1.31,mgL-1,FALSE,JB,LM,,,
686,0687-13,8/3/2022,lachat,tn,sample,BON2_0687-13,0.979,mgL-1,FALSE,JB,LM,,,
687,0688-13,8/3/2022,lachat,tn,sample,0688-13,1.02,mgL-1,FALSE,JB,LM,,,
688,0689-13,8/3/2022,lachat,tn,sample,BON3_0689-13,1.04,mgL-1,FALSE,JB,LM,,,
689,0690-13,8/3/2022,lachat,tn,sample,0690-13,0.979,mgL-1,FALSE,JB,LM,,,
690,0690-13,8/3/2022,lachat,tn,sample,0690-13,0.981,mgL-1,TRUE,JB,LM,,,
691,0693-13,8/3/2022,lachat,tn,sample,BON4_0693-13,0.787,mgL-1,FALSE,JB,LM,,,
692,0694-13,8/3/2022,lachat,tn,sample,0694-13,0.746,mgL-1,FALSE,JB,LM,,,
693,0665-13,8/3/2022,lachat,tn,sample,20220715_BS1_0665-13,1.1,mgL-1,FALSE,JB,LM,,,
694,0666-13,8/3/2022,lachat,tn,sample,0666-13,0.809,mgL-1,FALSE,JB,LM,,,
695,0669-13,8/3/2022,lachat,tn,sample,BS2_0669-13,0.944,mgL-1,FALSE,JB,LM,,,
696,0670-13,8/3/2022,lachat,tn,sample,0670-13,0.789,mgL-1,FALSE,JB,LM,,,
697,0670-13,8/3/2022,lachat,tn,sample,0670-13,0.79,mgL-1,TRUE,JB,LM,,,
698,0671-13,8/3/2022,lachat,tn,sample,BS3_0671-13,0.874,mgL-1,FALSE,JB,LM,,,
699,0672-13,8/3/2022,lachat,tn,sample,0672-13,0.921,mgL-1,FALSE,JB,LM,,,
700,0675-13,8/3/2022,lachat,tn,sample,BS4_0675-13,0.65,mgL-1,FALSE,JB,LM,,,
701,0695-13,8/3/2022,lachat,tn,sample,0695-13,0.792,mgL-1,FALSE,JB,LM,,,
702,0678-13,8/3/2022,lachat,tn,sample,BS5_0678-13,0.792,mgL-1,FALSE,JB,LM,,,
703,0679-13,8/3/2022,lachat,tn,sample,0679-13,0.833,mgL-1,FALSE,JB,LM,,,
704,0680-13,8/3/2022,lachat,tn,sample,BS6_0680-13,0.684,mgL-1,FALSE,JB,LM,,,
705,0681-13,8/3/2022,lachat,tn,sample,0681-13,0.688,mgL-1,FALSE,JB,LM,,,
706,0761-02,8/3/2022,lachat,tn,sample,20220723_FLAME_LW1_0761-02_TN,0.898,mgL-1,FALSE,JB,LM,,,
707,0760-02,8/3/2022,lachat,tn,sample,0760-02,0.836,mgL-1,FALSE,JB,LM,,,
708,0757-02,8/3/2022,lachat,tn,sample,0757-02,0.935,mgL-1,FALSE,JB,LM,,,
709,0750-02,8/3/2022,lachat,tn,sample,LW2_0750-02,0.752,mgL-1,FALSE,JB,LM,,,
710,0750-02,8/3/2022,lachat,tn,sample,LW2_0750-02,0.756,mgL-1,TRUE,JB,LM,,,
711,0747-02,8/3/2022,lachat,tn,sample,0747-02,0.628,mgL-1,FALSE,JB,LM,,,
712,0748-02,8/3/2022,lachat,tn,sample,0748-02,0.776,mgL-1,FALSE,JB,LM,,,
713,0758-02,8/3/2022,lachat,tn,sample,LW3_0758-02,0.95,mgL-1,FALSE,JB,LM,,,
714,0751-02,8/3/2022,lachat,tn,sample,0751-02,0.736,mgL-1,FALSE,JB,LM,,,
715,0759-02,8/3/2022,lachat,tn,sample,0759-02,0.808,mgL-1,FALSE,JB,LM,,,
716,0753-02,8/3/2022,lachat,tn,sample,LW4_0753-02,0.785,mgL-1,FALSE,JB,LM,,,
717,0755-02,8/3/2022,lachat,tn,sample,0755-02,0.786,mgL-1,FALSE,JB,LM,,,
718,0756-02,8/3/2022,lachat,tn,sample,0756-02,0.607,mgL-1,FALSE,JB,LM,,,
719,0749-02,8/3/2022,lachat,tn,sample,LW5_0749-02,0.742,mgL-1,FALSE,JB,LM,,,
720,0752-02,8/3/2022,lachat,tn,sample,0752-02,0.701,mgL-1,FALSE,JB,LM,,,
721,0744-02,8/3/2022,lachat,tn,sample,0744-02,0.764,mgL-1,FALSE,JB,LM,,,
722,0744-02,8/3/2022,lachat,tn,sample,0744-02,0.764,mgL-1,TRUE,JB,LM,,,
723,0746-02,8/3/2022,lachat,tn,sample,LW6_0746-02,0.713,mgL-1,FALSE,JB,LM,,,
724,0745-02,8/3/2022,lachat,tn,sample,0745-02,0.797,mgL-1,FALSE,JB,LM,,,
725,0754-02,8/3/2022,lachat,tn,sample,0754-02,0.633,mgL-1,FALSE,JB,LM,,,
726,0446-01,8/3/2022,lachat,tdn,sample,20220723_FLAME_LW1_0446-01_TDN,0.52,mgL-1,FALSE,JB,LM,,,
727,0440-01,8/3/2022,lachat,tdn,sample,0440-01,0.498,mgL-1,FALSE,JB,LM,,,
728,0434-01,8/3/2022,lachat,tdn,sample,0434-01,0.52,mgL-1,FALSE,JB,LM,,,
729,0433-01,8/3/2022,lachat,tdn,sample,LW2_0433-01,0.407,mgL-1,FALSE,JB,LM,,,
730,0439-01,8/3/2022,lachat,tdn,sample,0439-01,0.424,mgL-1,FALSE,JB,LM,,,
731,0445-01,8/3/2022,lachat,tdn,sample,0445-01,0.38,mgL-1,FALSE,JB,LM,,,
732,0444-01,8/3/2022,lachat,tdn,sample,LW3_0444-01,0.474,mgL-1,FALSE,JB,LM,,,
733,0438-01,8/3/2022,lachat,tdn,sample,0438-01,0.496,mgL-1,FALSE,JB,LM,,,
734,0432-01,8/3/2022,lachat,tdn,sample,0432-01,0.468,mgL-1,FALSE,JB,LM,,,
735,0437-01,8/3/2022,lachat,tdn,sample,LW4_0437-01,0.785,mgL-1,FALSE,JB,LM,,,
736,0443-01,8/3/2022,lachat,tdn,sample,0443-01,0.956,mgL-1,FALSE,JB,LM,,,
737,0431-01,8/3/2022,lachat,tdn,sample,0431-01,0.947,mgL-1,FALSE,JB,LM,,,
738,0191-12,8/3/2022,lachat,tdn,sample,LW5_0191-12,0.391,mgL-1,FALSE,JB,LM,,,
739,0191-12,8/3/2022,lachat,tdn,sample,LW5_0191-12,0.392,mgL-1,TRUE,JB,LM,,,
740,0442-01,8/3/2022,lachat,tdn,sample,0442-01,0.367,mgL-1,FALSE,JB,LM,,,
